METER_NO,DATE,PMAX_KW
2510203105,2026-02-14,0
2510203106,2026-02-14,3.1
2510203108,2026-02-14,22.16
2510203109,2026-02-14,5.44
2510203111,2026-02-14,0.2
2510203113,2026-02-14,16.96
2510203114,2026-02-14,1.68
2510203115,2026-02-14,6.84
2510203117,2026-02-14,29.12
2510203119,2026-02-14,0.52
2510203120,2026-02-14,49.92
2510203121,2026-02-14,26.3
2510203122,2026-02-14,2.12
2510203123,2026-02-14,0.76
2510203124,2026-02-14,0
2510203127,2026-02-14,0.6
2510203128,2026-02-14,546
2510203132,2026-02-14,12
2510203133,2026-02-14,1.56
2510203134,2026-02-14,2.24
2510224049,2026-02-14,21.58
2510224167,2026-02-14,17.29
2510317537,2026-02-14,1.62
2510389559,2026-02-14,0
2510389643,2026-02-14,14.25
2510389931,2026-02-14,12.87
2510633385,2026-02-14,20.16
2510633393,2026-02-14,97.8
2510633395,2026-02-14,6.52
2510633397,2026-02-14,0.96
2510633399,2026-02-14,34.8
2510633400,2026-02-14,18.4
2510633402,2026-02-14,5.7
2510633406,2026-02-14,17.4
2510633410,2026-02-14,3.24
2510633411,2026-02-14,29.6
2610026976,2026-02-14,2.4
2246006313,2026-02-15,0.56
2310396105,2026-02-15,21.6
2310396106,2026-02-15,9.2
2310396107,2026-02-15,12
2310396108,2026-02-15,33.64
2310396110,2026-02-15,16
2310396111,2026-02-15,0.96
2410121326,2026-02-15,3.6
2410121353,2026-02-15,2.56
2410121371,2026-02-15,2.08
2410121424,2026-02-15,0.36
2410121454,2026-02-15,17.28
2410121457,2026-02-15,0.64
2410121574,2026-02-15,3.2
2410131378,2026-02-15,1
2410131383,2026-02-15,11.2
2410131384,2026-02-15,11.4
2410131387,2026-02-15,84
2410131547,2026-02-15,3.43
2410320615,2026-02-15,64.4
2410883991,2026-02-15,6.6
2410883993,2026-02-15,30.9
2410883994,2026-02-15,6.4
2410932742,2026-02-15,2.88
2411087432,2026-02-15,1.24
2411087433,2026-02-15,10.5
2411290205,2026-02-15,21.36
2510014481,2026-02-15,5.84
2510014482,2026-02-15,0.36
2510014483,2026-02-15,7.2
2510014484,2026-02-15,24.64
2510178139,2026-02-15,6.9
2510178140,2026-02-15,5.08
2510203103,2026-02-15,8.4
2510203104,2026-02-15,19.68
2510203105,2026-02-15,0
2510203106,2026-02-15,3.3
2510203108,2026-02-15,22.48
2510203109,2026-02-15,7.52
2510203111,2026-02-15,0.2
2510203113,2026-02-15,16
2510203114,2026-02-15,1.68
2510203115,2026-02-15,8.12
2510203117,2026-02-15,31.28
2510203119,2026-02-15,0.52
2510203120,2026-02-15,50.24
2510203121,2026-02-15,26.2
2510203122,2026-02-15,1.12
2510203123,2026-02-15,0.6
2510203124,2026-02-15,0
2510203127,2026-02-15,0.6
2510203128,2026-02-15,78
2510203132,2026-02-15,8.64
2510203133,2026-02-15,0.84
2510203134,2026-02-15,2.24
2510224049,2026-02-15,21.62
2510224167,2026-02-15,17.3
2510317537,2026-02-15,1.44
2510389559,2026-02-15,0
2510389643,2026-02-15,14.4
2510389931,2026-02-15,12.89
2510633385,2026-02-15,17.64
2510633393,2026-02-15,94.2
2510633395,2026-02-15,6.6
2510633397,2026-02-15,0.96
2510633399,2026-02-15,27.6
2510633400,2026-02-15,20.8
2510633402,2026-02-15,4.8
2510633406,2026-02-15,17.34
2510633410,2026-02-15,3.96
2510633411,2026-02-15,0
2610026976,2026-02-15,2.52
2246006313,2026-02-16,0.48
2310396105,2026-02-16,20.8
2310396106,2026-02-16,13.6
2310396107,2026-02-16,12
2310396108,2026-02-16,33.32
2310396110,2026-02-16,17.76
2310396111,2026-02-16,0.96
2410121326,2026-02-16,3.4
2410121353,2026-02-16,2.08
2410121371,2026-02-16,3.04
2410121424,2026-02-16,0.36
2410121454,2026-02-16,15.84
2410121457,2026-02-16,0.8
2410121574,2026-02-16,3.68
2410131378,2026-02-16,1.6
2410131383,2026-02-16,8.4
2410131384,2026-02-16,9.8
2410131387,2026-02-16,78
2410131547,2026-02-16,2.74
2410320615,2026-02-16,60.2
2410883991,2026-02-16,6.7
2410883993,2026-02-16,29.28
2410883994,2026-02-16,5.12
2410932742,2026-02-16,0
2411087432,2026-02-16,1.32
2411087433,2026-02-16,12.5
2411290205,2026-02-16,20.64
2510014481,2026-02-16,5.76
2510014482,2026-02-16,0.36
2510014483,2026-02-16,7.8
2510014484,2026-02-16,11.04
2510178139,2026-02-16,6.3
2510178140,2026-02-16,5.44
2510203103,2026-02-16,6
2510203104,2026-02-16,23.04
2510203105,2026-02-16,0
2510203106,2026-02-16,3.1
2510203108,2026-02-16,22.16
2510203109,2026-02-16,7.36
2510203111,2026-02-16,0.2
2510203113,2026-02-16,14.4
2510203114,2026-02-16,1.68
2510203115,2026-02-16,3.52
2510203117,2026-02-16,37.36
2510203119,2026-02-16,0.52
2510203120,2026-02-16,47.68
2510203121,2026-02-16,26.3
2510203122,2026-02-16,1.16
2510203123,2026-02-16,0.68
2510203124,2026-02-16,0
2510203127,2026-02-16,0.6
2510203128,2026-02-16,65.5
2510203132,2026-02-16,7.52
2510203133,2026-02-16,0.92
2510203134,2026-02-16,2.24
2510224049,2026-02-16,21.54
2510224167,2026-02-16,17.31
2510317537,2026-02-16,1.26
2510389559,2026-02-16,0
2510389643,2026-02-16,16.34
2510389931,2026-02-16,12.89
2510633385,2026-02-16,29.82
2510633393,2026-02-16,97.8
2510633395,2026-02-16,6.96
2510633397,2026-02-16,0.96
2510633399,2026-02-16,28.8
2510633400,2026-02-16,27.2
2510633402,2026-02-16,5.1
2510633406,2026-02-16,17.4
2510633410,2026-02-16,3.24
2510633411,2026-02-16,0
2610026976,2026-02-16,3.06
2246006313,2026-02-17,0.52
2310396105,2026-02-17,20.96
2310396106,2026-02-17,11.2
2310396107,2026-02-17,12
2310396108,2026-02-17,27.48
2310396110,2026-02-17,16.8
2310396111,2026-02-17,0.96
2410121326,2026-02-17,3.8
2410121353,2026-02-17,2.56
2410121371,2026-02-17,2.08
2410121424,2026-02-17,0.36
2410121454,2026-02-17,23.04
2410121457,2026-02-17,0.64
2410121574,2026-02-17,2.72
2410131378,2026-02-17,1.6
2410131383,2026-02-17,9.6
2410131384,2026-02-17,9.6
2410131387,2026-02-17,74.4
2410131547,2026-02-17,0.51
2410320615,2026-02-17,59.5
2410883991,2026-02-17,4.5
2410883993,2026-02-17,30.36
2410883994,2026-02-17,6.72
2410932742,2026-02-17,0
2411087432,2026-02-17,1.32
2411087433,2026-02-17,11.5
2411290205,2026-02-17,17.76
2510014481,2026-02-17,5.68
2510014482,2026-02-17,0.36
2510014483,2026-02-17,7.5
2510014484,2026-02-17,14.56
2510178139,2026-02-17,6
2510178140,2026-02-17,5.18
2510203103,2026-02-17,6.4
2510203104,2026-02-17,22.88
2510203105,2026-02-17,0
2510203106,2026-02-17,3.9
2510203108,2026-02-17,21.44
2510203109,2026-02-17,7.2
2510203111,2026-02-17,0.2
2510203113,2026-02-17,16.8
2510203114,2026-02-17,1.68
2510203115,2026-02-17,6.04
2510203117,2026-02-17,28.96
2510203119,2026-02-17,0.52
2510203120,2026-02-17,54.08
2510203121,2026-02-17,26.2
2510203122,2026-02-17,1.6
2510203123,2026-02-17,0.68
2510203124,2026-02-17,0
2510203127,2026-02-17,0.56
2510203128,2026-02-17,64.5
2510203132,2026-02-17,6.84
2510203133,2026-02-17,0.96
2510203134,2026-02-17,2.24
2510224049,2026-02-17,21.63
2510224167,2026-02-17,17.32
2510317537,2026-02-17,1.29
2510389559,2026-02-17,0
2510389643,2026-02-17,14.05
2510389931,2026-02-17,12.86
2510633385,2026-02-17,17.64
2510633393,2026-02-17,95.4
2510633395,2026-02-17,6.44
2510633397,2026-02-17,0.96
2510633399,2026-02-17,20.4
2510633400,2026-02-17,20.8
2510633402,2026-02-17,6.6
2510633406,2026-02-17,17.4
2510633410,2026-02-17,4.56
2610026976,2026-02-17,2.7
2246006313,2026-02-18,0.48
2310396105,2026-02-18,24.32
2310396106,2026-02-18,9.2
2310396107,2026-02-18,15
2310396108,2026-02-18,28
2310396110,2026-02-18,13.76
2310396111,2026-02-18,0.96
2410121326,2026-02-18,3.8
2410121353,2026-02-18,2.08
2410121371,2026-02-18,1.92
2410121424,2026-02-18,0.36
2410121454,2026-02-18,20.48
2410121457,2026-02-18,0.64
2410121574,2026-02-18,3.04
2410131378,2026-02-18,1.4
2410131383,2026-02-18,8
2410131384,2026-02-18,11.6
2410131387,2026-02-18,10.8
2410131547,2026-02-18,2.68
2410320615,2026-02-18,68.6
2410883991,2026-02-18,6.9
2410883993,2026-02-18,33.54
2410883994,2026-02-18,5.44
2410932742,2026-02-18,0
2411087432,2026-02-18,0.84
2411087433,2026-02-18,10.5
2411290205,2026-02-18,23.28
2510014481,2026-02-18,4.16
2510014482,2026-02-18,0.36
2510014483,2026-02-18,9
2510014484,2026-02-18,27.36
2510178139,2026-02-18,6.9
2510178140,2026-02-18,3.88
2510203103,2026-02-18,7.2
2510203104,2026-02-18,23.2
2510203105,2026-02-18,0
2510203106,2026-02-18,3.4
2510203108,2026-02-18,22.64
2510203109,2026-02-18,7.36
2510203111,2026-02-18,0.2
2510203113,2026-02-18,16.32
2510203114,2026-02-18,1.68
2510203115,2026-02-18,3.28
2510203117,2026-02-18,32.72
2510203119,2026-02-18,0.52
2510203120,2026-02-18,40.8
2510203121,2026-02-18,25.8
2510203122,2026-02-18,1.44
2510203123,2026-02-18,0.68
2510203124,2026-02-18,0
2510203127,2026-02-18,0.6
2510203128,2026-02-18,87
2510203132,2026-02-18,8.52
2510203133,2026-02-18,0.96
2510203134,2026-02-18,2.24
2510224049,2026-02-18,21.74
2510224167,2026-02-18,17.43
2510317537,2026-02-18,1.27
2510389559,2026-02-18,0
2510389643,2026-02-18,15.43
2510389931,2026-02-18,12.75
2510633385,2026-02-18,18.42
2510633393,2026-02-18,89.4
2510633395,2026-02-18,9.24
2510633397,2026-02-18,0.96
2510633399,2026-02-18,6.6
2510633400,2026-02-18,17.6
2510633402,2026-02-18,5.1
2510633406,2026-02-18,17.52
2510633410,2026-02-18,3.84
2610026976,2026-02-18,2.46
2246006313,2026-02-19,0.48
2310396105,2026-02-19,25.28
2310396106,2026-02-19,9.6
2310396107,2026-02-19,12
2310396108,2026-02-19,33.08
2310396110,2026-02-19,16.96
2310396111,2026-02-19,0.96
2410121326,2026-02-19,3.6
2410121353,2026-02-19,2.56
2410121371,2026-02-19,1.92
2410121424,2026-02-19,0.36
2410121454,2026-02-19,16.64
2410121457,2026-02-19,0.64
2410121574,2026-02-19,2.88
2410131378,2026-02-19,1.4
2410131383,2026-02-19,8
2410131384,2026-02-19,9.6
2410131387,2026-02-19,13.2
2410131547,2026-02-19,3.26
2410320615,2026-02-19,58.8
2410883991,2026-02-19,7.3
2410883993,2026-02-19,33.9
2410883994,2026-02-19,5.44
2410932742,2026-02-19,0
2411087432,2026-02-19,1.28
2411087433,2026-02-19,10.5
2411290205,2026-02-19,24
2510014481,2026-02-19,5.6
2510014482,2026-02-19,0.4
2510014483,2026-02-19,9.3
2510014484,2026-02-19,10.72
2510178139,2026-02-19,5.7
2510178140,2026-02-19,5.44
2510203103,2026-02-19,6
2510203104,2026-02-19,23.36
2510203105,2026-02-19,0
2510203106,2026-02-19,3.2
2510203108,2026-02-19,22.8
2510203109,2026-02-19,6.4
2510203111,2026-02-19,0.2
2510203113,2026-02-19,16.48
2510203114,2026-02-19,1.68
2510203115,2026-02-19,8
2510203117,2026-02-19,28.4
2510203119,2026-02-19,0.52
2510203120,2026-02-19,39.36
2510203121,2026-02-19,26.7
2510203122,2026-02-19,1.36
2510203123,2026-02-19,0.68
2510203124,2026-02-19,0
2510203127,2026-02-19,0.56
2510203128,2026-02-19,65.5
2510203132,2026-02-19,7
2510203133,2026-02-19,0.92
2510203134,2026-02-19,2.24
2510224049,2026-02-19,21.66
2510224167,2026-02-19,17.25
2510317537,2026-02-19,1.23
2510389559,2026-02-19,0
2510389643,2026-02-19,15.5
2510389931,2026-02-19,12.72
2510633385,2026-02-19,19.8
2510633393,2026-02-19,85.8
2510633395,2026-02-19,7.44
2510633397,2026-02-19,0.96
2510633399,2026-02-19,14.4
2510633400,2026-02-19,18.4
2510633402,2026-02-19,6.9
2510633406,2026-02-19,17.46
2510633410,2026-02-19,4.02
2610026976,2026-02-19,3.84
2246006313,2026-02-20,0.48
2310396105,2026-02-20,96
2310396106,2026-02-20,12
2310396107,2026-02-20,12
2310396108,2026-02-20,27.4
2310396110,2026-02-20,14.4
2310396111,2026-02-20,0.96
2410121326,2026-02-20,3.2
2410121353,2026-02-20,2.08
2410121371,2026-02-20,2.08
2410121424,2026-02-20,0.36
2410121454,2026-02-20,19.04
2410121457,2026-02-20,0.64
2410121574,2026-02-20,3.36
2410131378,2026-02-20,1
2410131383,2026-02-20,7.6
2410131384,2026-02-20,10.8
2410131387,2026-02-20,78.6
2410131547,2026-02-20,1.04
2410320615,2026-02-20,64.4
2410883991,2026-02-20,7.1
2410883993,2026-02-20,36.96
2410883994,2026-02-20,5.44
2410932742,2026-02-20,0
2411087432,2026-02-20,1.28
2411087433,2026-02-20,11.5
2411290205,2026-02-20,22.56
2510014481,2026-02-20,5.76
2510014482,2026-02-20,0.36
2510014483,2026-02-20,9.3
2510014484,2026-02-20,28.16
2510178139,2026-02-20,6.6
2510178140,2026-02-20,5.52
2510203103,2026-02-20,6
2510203104,2026-02-20,20
2510203105,2026-02-20,0
2510203106,2026-02-20,3.2
2510203108,2026-02-20,22.88
2510203109,2026-02-20,6.72
2510203111,2026-02-20,0.2
2510203113,2026-02-20,15.04
2510203114,2026-02-20,1.68
2510203115,2026-02-20,2.96
2510203117,2026-02-20,27.84
2510203119,2026-02-20,0.52
2510203120,2026-02-20,39.84
2510203121,2026-02-20,26.1
2510203122,2026-02-20,1.16
2510203123,2026-02-20,0.68
2510203124,2026-02-20,0
2510203127,2026-02-20,0.6
2510203128,2026-02-20,607.5
2510203132,2026-02-20,8.92
2510203133,2026-02-20,0.92
2510203134,2026-02-20,2.24
2510224049,2026-02-20,21.49
2510224167,2026-02-20,17.22
2510317537,2026-02-20,1.72
2510389559,2026-02-20,0
2510389643,2026-02-20,14.07
2510389931,2026-02-20,12.71
2510633385,2026-02-20,17.28
2510633393,2026-02-20,124.2
2510633395,2026-02-20,7.32
2510633397,2026-02-20,0.96
2510633399,2026-02-20,20.4
2510633400,2026-02-20,17.6
2510633402,2026-02-20,4.5
2510633406,2026-02-20,17.28
2510633410,2026-02-20,4.44
2610026976,2026-02-20,2.46
2246006313,2026-02-21,0.48
2310396105,2026-02-21,91.36
2310396106,2026-02-21,8.8
2310396107,2026-02-21,12
2310396108,2026-02-21,26.08
2310396110,2026-02-21,18.08
2310396111,2026-02-21,0.96
2410121326,2026-02-21,3.4
2410121353,2026-02-21,2.08
2410121371,2026-02-21,2.08
2410121424,2026-02-21,0.36
2410121454,2026-02-21,16.8
2410121457,2026-02-21,0.64
2410121574,2026-02-21,3.68
2410131378,2026-02-21,1.4
2410131383,2026-02-21,13.2
2410131384,2026-02-21,10.4
2410131387,2026-02-21,18.6
2410131547,2026-02-21,2.47
2410320615,2026-02-21,63.7
2410883991,2026-02-21,5.2
2410883993,2026-02-21,35.76
2410883994,2026-02-21,5.44
2410932742,2026-02-21,0
2411087432,2026-02-21,1.28
2411087433,2026-02-21,12
2411290205,2026-02-21,24.24
2510014481,2026-02-21,5.76
2510014482,2026-02-21,0.4
2510014483,2026-02-21,7.2
2510014484,2026-02-21,24.32
2510178139,2026-02-21,6.3
2510178140,2026-02-21,5.06
2510203103,2026-02-21,5.6
2510203104,2026-02-21,21.44
2510203105,2026-02-21,0
2510203106,2026-02-21,23.4
2510203108,2026-02-21,23.6
2510203109,2026-02-21,7.2
2510203111,2026-02-21,0.2
2510203113,2026-02-21,15.68
2510203114,2026-02-21,1.68
2510203115,2026-02-21,3.64
2510203117,2026-02-21,28.64
2510203119,2026-02-21,0.52
2510203120,2026-02-21,45.92
2510203121,2026-02-21,26.7
2510203122,2026-02-21,1.16
2510203123,2026-02-21,0.68
2510203124,2026-02-21,0
2510203127,2026-02-21,0.56
2510203128,2026-02-21,613
2510203132,2026-02-21,6.72
2510203133,2026-02-21,0.92
2510203134,2026-02-21,2.24
2510224049,2026-02-21,21.79
2510224167,2026-02-21,17.24
2510317537,2026-02-21,2.08
2510389559,2026-02-21,0
2510389643,2026-02-21,14.18
2510389931,2026-02-21,12.74
2510633385,2026-02-21,17.52
2510633393,2026-02-21,152.4
2510633395,2026-02-21,8.84
2510633397,2026-02-21,0.96
2510633399,2026-02-21,25.2
2510633400,2026-02-21,17.6
2510633402,2026-02-21,6
2510633406,2026-02-21,17.28
2510633410,2026-02-21,3.6
2610026976,2026-02-21,2.7
2246006313,2026-02-22,0.48
2310396105,2026-02-22,22.72
2310396106,2026-02-22,226.4
2310396107,2026-02-22,15
2310396108,2026-02-22,28.08
2310396110,2026-02-22,40.96
2310396111,2026-02-22,1.92
2410121326,2026-02-22,3.8
2410121353,2026-02-22,2.08
2410121371,2026-02-22,2.08
2410121424,2026-02-22,0.36
2410121454,2026-02-22,21.28
2410121457,2026-02-22,0.64
2410121574,2026-02-22,3.2
2410131378,2026-02-22,1.4
2410131383,2026-02-22,12
2410131384,2026-02-22,13.2
2410131387,2026-02-22,37.8
2410131547,2026-02-22,2.56
2410320615,2026-02-22,120.4
2410883991,2026-02-22,3.7
2410883993,2026-02-22,33.66
2410883994,2026-02-22,8.96
2410932742,2026-02-22,0
2411087432,2026-02-22,1.36
2411087433,2026-02-22,12
2411290205,2026-02-22,31.68
2510014481,2026-02-22,5.76
2510014482,2026-02-22,0.4
2510014483,2026-02-22,9.3
2510014484,2026-02-22,164.32
2510178139,2026-02-22,5.7
2510178140,2026-02-22,8.66
2510203103,2026-02-22,5.6
2510203104,2026-02-22,19.52
2510203105,2026-02-22,0
2510203106,2026-02-22,3.7
2510203108,2026-02-22,23.04
2510203109,2026-02-22,4.32
2510203111,2026-02-22,0.2
2510203113,2026-02-22,16.16
2510203114,2026-02-22,1.68
2510203115,2026-02-22,6.08
2510203117,2026-02-22,30.32
2510203119,2026-02-22,0.56
2510203120,2026-02-22,48
2510203121,2026-02-22,26.4
2510203122,2026-02-22,1.48
2510203123,2026-02-22,0.68
2510203124,2026-02-22,0
2510203127,2026-02-22,0.92
2510203128,2026-02-22,607.5
2510203132,2026-02-22,8.32
2510203133,2026-02-22,0.96
2510203134,2026-02-22,2.24
2510224049,2026-02-22,21.55
2510224167,2026-02-22,17.05
2510317537,2026-02-22,1.7
2510389559,2026-02-22,0
2510389643,2026-02-22,14.32
2510389931,2026-02-22,12.7
2510633385,2026-02-22,17.76
2510633393,2026-02-22,133.8
2510633395,2026-02-22,9.56
2510633397,2026-02-22,0.96
2510633399,2026-02-22,12.6
2510633400,2026-02-22,19.2
2510633402,2026-02-22,6.6
2510633406,2026-02-22,17.1
2510633410,2026-02-22,4.2
2610026976,2026-02-22,4.44
2246006313,2026-02-23,0.6
2310396105,2026-02-23,390.72
2310396106,2026-02-23,322.4
2310396107,2026-02-23,2154
2310396108,2026-02-23,36
2310396110,2026-02-23,184.96
2310396111,2026-02-23,63.84
2410121326,2026-02-23,28.6
2410121353,2026-02-23,2.24
2410121371,2026-02-23,3.04
2410121424,2026-02-23,0.36
2410121454,2026-02-23,32.64
2410121457,2026-02-23,0.64
2410121574,2026-02-23,165.6
2410131378,2026-02-23,1.4
2410131383,2026-02-23,40.4
2410131384,2026-02-23,249.8
2410131387,2026-02-23,81
2410131547,2026-02-23,2.18
2410320615,2026-02-23,1341.9
2410883991,2026-02-23,11.1
2410883993,2026-02-23,37.08
2410883994,2026-02-23,8.32
2410932742,2026-02-23,0
2411087432,2026-02-23,17.2
2411087433,2026-02-23,13.5
2411290205,2026-02-23,18.96
2510014481,2026-02-23,135.6
2510014482,2026-02-23,0.36
2510014483,2026-02-23,10.5
2510014484,2026-02-23,188.64
2510178139,2026-02-23,7.2
2510178140,2026-02-23,12.48
2510203103,2026-02-23,5.6
2510203104,2026-02-23,23.04
2510203105,2026-02-23,73.7
2510203106,2026-02-23,3.9
2510203108,2026-02-23,22.8
2510203109,2026-02-23,8.96
2510203111,2026-02-23,0.2
2510203113,2026-02-23,139.84
2510203114,2026-02-23,1.68
2510203115,2026-02-23,8.68
2510203117,2026-02-23,30.64
2510203119,2026-02-23,0.52
2510203120,2026-02-23,136
2510203121,2026-02-23,26.2
2510203122,2026-02-23,6.88
2510203123,2026-02-23,0.76
2510203124,2026-02-23,0
2510203127,2026-02-23,0.6
2510203128,2026-02-23,612.5
2510203132,2026-02-23,11.08
2510203133,2026-02-23,6.96
2510203134,2026-02-23,2.24
2510224049,2026-02-23,21.47
2510224167,2026-02-23,17.04
2510317537,2026-02-23,2.12
2510389559,2026-02-23,0
2510389643,2026-02-23,14.39
2510389931,2026-02-23,12.66
2510633385,2026-02-23,26.04
2510633393,2026-02-23,518.4
2510633395,2026-02-23,9.4
2510633397,2026-02-23,0.96
2510633399,2026-02-23,13.8
2510633400,2026-02-23,18.4
2510633402,2026-02-23,4.5
2510633406,2026-02-23,17.1
2510633410,2026-02-23,3.42
2510633411,2026-02-23,80
2610026976,2026-02-23,5.46
2246006313,2026-02-24,1
2310396105,2026-02-24,340.32
2310396106,2026-02-24,302.8
2310396107,2026-02-24,486
2310396108,2026-02-24,30.4
2310396110,2026-02-24,214.08
2310396111,2026-02-24,112.16
2410121326,2026-02-24,32
2410121353,2026-02-24,28.96
2410121371,2026-02-24,22.24
2410121424,2026-02-24,0.36
2410121454,2026-02-24,25.6
2410121457,2026-02-24,0.64
2410121574,2026-02-24,130.4
2410131378,2026-02-24,11.2
2410131383,2026-02-24,28
2410131384,2026-02-24,254.4
2410131387,2026-02-24,28.2
2410131547,2026-02-24,2.7
2410320615,2026-02-24,1582
2410883991,2026-02-24,10.4
2410883993,2026-02-24,37.08
2410883994,2026-02-24,6.4
2410932742,2026-02-24,455.76
2411087432,2026-02-24,16.6
2411087433,2026-02-24,12
2411290205,2026-02-24,20.4
2510014481,2026-02-24,204.08
2510014482,2026-02-24,0.4
2510014483,2026-02-24,10.5
2510014484,2026-02-24,186.24
2510178139,2026-02-24,7.2
2510178140,2026-02-24,22.62
2510203103,2026-02-24,8.4
2510203104,2026-02-24,25.12
2510203105,2026-02-24,79.3
2510203106,2026-02-24,3
2510203108,2026-02-24,23.2
2510203109,2026-02-24,44
2510203111,2026-02-24,0.2
2510203113,2026-02-24,141.28
2510203114,2026-02-24,6.72
2510203115,2026-02-24,11.76
2510203117,2026-02-24,31.04
2510203119,2026-02-24,0.52
2510203120,2026-02-24,138.24
2510203121,2026-02-24,27.4
2510203122,2026-02-24,8.44
2510203123,2026-02-24,0.68
2510203124,2026-02-24,4
2510203127,2026-02-24,1
2510203128,2026-02-24,612.5
2510203132,2026-02-24,16.08
2510203133,2026-02-24,12.52
2510203134,2026-02-24,2.24
2510224049,2026-02-24,21.61
2510224167,2026-02-24,17.2
2510317537,2026-02-24,1.75
2510389559,2026-02-24,0
2510389643,2026-02-24,15.51
2510389931,2026-02-24,12.67
2510633385,2026-02-24,23.04
2510633393,2026-02-24,654.6
2510633395,2026-02-24,11.12
2510633396,2026-02-24,4.8
2510633397,2026-02-24,0.96
2510633399,2026-02-24,14.4
2510633400,2026-02-24,39.2
2510633402,2026-02-24,9
2510633406,2026-02-24,17.28
2510633410,2026-02-24,6.96
2510633411,2026-02-24,145.6
2610026976,2026-02-24,3.06
2246006313,2026-02-25,1
2310396105,2026-02-25,345.44
2310396106,2026-02-25,311.6
2310396107,2026-02-25,426
2310396108,2026-02-25,29.04
2310396110,2026-02-25,190.88
2310396111,2026-02-25,183.84
2410121326,2026-02-25,34.6
2410121353,2026-02-25,45.12
2410121371,2026-02-25,7.84
2410121424,2026-02-25,0.36
2410121454,2026-02-25,27.04
2410121457,2026-02-25,5.76
2410121574,2026-02-25,144.8
2410131378,2026-02-25,21.6
2410131383,2026-02-25,34.4
2410131384,2026-02-25,252
2410131387,2026-02-25,72
2410131547,2026-02-25,4.18
2410320615,2026-02-25,1622.6
2410883991,2026-02-25,10.1
2410883993,2026-02-25,37.44
2410883994,2026-02-25,8
2410932742,2026-02-25,569.28
2411087432,2026-02-25,19.52
2411087433,2026-02-25,46.5
2411290205,2026-02-25,31.68
2510014481,2026-02-25,209.12
2510014482,2026-02-25,0.4
2510014483,2026-02-25,8.4
2510014484,2026-02-25,192.8
2510178139,2026-02-25,8.7
2510178140,2026-02-25,33.92
2510203103,2026-02-25,31.2
2510203104,2026-02-25,29.28
2510203105,2026-02-25,81.6
2510203106,2026-02-25,3.3
2510203108,2026-02-25,22.72
2510203109,2026-02-25,44.32
2510203111,2026-02-25,0.2
2510203113,2026-02-25,137.6
2510203114,2026-02-25,39
2510203115,2026-02-25,17.56
2510203117,2026-02-25,31.84
2510203119,2026-02-25,0.08
2510203120,2026-02-25,118.4
2510203121,2026-02-25,27.9
2510203122,2026-02-25,10.48
2510203123,2026-02-25,0.68
2510203124,2026-02-25,42.4
2510203127,2026-02-25,0.96
2510203128,2026-02-25,611
2510203132,2026-02-25,18.16
2510203133,2026-02-25,6.88
2510203134,2026-02-25,2.24
2510224049,2026-02-25,21.83
2510224167,2026-02-25,17.06
2510317537,2026-02-25,1.83
2510389559,2026-02-25,0
2510389643,2026-02-25,15.77
2510389931,2026-02-25,12.67
2510633385,2026-02-25,18.9
2510633393,2026-02-25,611.4
2510633395,2026-02-25,11.44
2510633396,2026-02-25,40.4
2510633397,2026-02-25,2.4
2510633399,2026-02-25,19.2
2510633400,2026-02-25,91.2
2510633402,2026-02-25,7.8
2510633406,2026-02-25,17.16
2510633410,2026-02-25,9.78
2510633411,2026-02-25,114.4
2610026976,2026-02-25,9
2246006313,2026-02-26,1.08
2310396105,2026-02-26,347.04
2310396106,2026-02-26,320.4
2310396107,2026-02-26,474
2310396108,2026-02-26,12.72
2310396110,2026-02-26,220.32
2310396111,2026-02-26,214.56
2410121326,2026-02-26,90
2410121353,2026-02-26,77.6
2410121371,2026-02-26,5.76
2410121424,2026-02-26,0.36
2410121454,2026-02-26,35.84
2410121457,2026-02-26,1.76
2410121574,2026-02-26,114.72
2410131378,2026-02-26,17
2410131383,2026-02-26,53.2
2410131384,2026-02-26,275.6
2410131387,2026-02-26,80.4
2410131547,2026-02-26,2.49
2410320615,2026-02-26,1622.6
2410883991,2026-02-26,9.3
2410883993,2026-02-26,38.28
2410883994,2026-02-26,8
2410932742,2026-02-26,618.24
2411087432,2026-02-26,22.04
2411087433,2026-02-26,34
2411290205,2026-02-26,622.8
2510014481,2026-02-26,168.48
2510014482,2026-02-26,60.8
2510014483,2026-02-26,15.9
2510014484,2026-02-26,196.64
2510178139,2026-02-26,20.4
2510178140,2026-02-26,33.3
2510178141,2026-02-26,3.12
2510203103,2026-02-26,28.4
2510203104,2026-02-26,27.04
2510203105,2026-02-26,79.4
2510203106,2026-02-26,3.3
2510203108,2026-02-26,25.68
2510203109,2026-02-26,69.6
2510203111,2026-02-26,0.2
2510203113,2026-02-26,134.88
2510203114,2026-02-26,8.16
2510203115,2026-02-26,14.6
2510203117,2026-02-26,30.48
2510203119,2026-02-26,4.56
2510203120,2026-02-26,126.72
2510203121,2026-02-26,29.4
2510203122,2026-02-26,7.24
2510203123,2026-02-26,0.72
2510203124,2026-02-26,40.8
2510203127,2026-02-26,2.16
2510203128,2026-02-26,622.5
2510203132,2026-02-26,16.08
2510203133,2026-02-26,5.68
2510203134,2026-02-26,2.56
2510224049,2026-02-26,21.77
2510224167,2026-02-26,17.09
2510317537,2026-02-26,1.82
2510389559,2026-02-26,0
2510389643,2026-02-26,16.6
2510389931,2026-02-26,12.64
