METER_NO,DATE_TIME,HSN,PG,BT,CD,TD,VC
2410121326,2026-09-23 00:00:00,200,1590.110,1025.730,445.740,118.620,376.210
2410121353,2026-09-23 00:00:00,120,719.790,499.360,196.270,24.150,159.880
2410121371,2026-09-23 00:00:00,120,606.560,376.340,133.290,96.920,71.930
2410121424,2026-09-23 00:00:00,120,48.230,29.650,11.220,7.350,1.600
2410121440,2026-09-23 00:00:00,120,21.880,14.500,4.330,3.030,2.620
2410121454,2026-09-23 00:00:00,160,2056.930,1298.550,443.770,314.590,334.890
2410121457,2026-09-23 00:00:00,120,1837.310,1172.490,514.300,150.510,344.760
2410121574,2026-09-23 00:00:00,120,4909.700,3543.110,1142.520,224.060,424.430
2410131378,2026-09-23 00:00:00,200,1859.960,1197.180,517.330,145.440,408.470
2410131387,2026-09-23 00:00:00,600,551.000,344.800,131.420,74.760,57.690
2410320615,2026-09-23 00:00:00,700,15551.140,9535.840,3793.850,2221.440,3844.890
2410883988,2026-09-23 00:00:00,100,36.710,18.790,5.440,12.460,3.500
2410883990,2026-09-23 00:00:00,60,2998.840,1720.180,639.910,638.740,888.970
2410883991,2026-09-23 00:00:00,100,2738.430,1648.610,616.150,473.670,256.800
2410883993,2026-09-23 00:00:00,60,3153.260,1525.000,597.260,1030.990,124.860
2410883994,2026-09-23 00:00:00,320,107.680,48.290,21.430,37.950,3.450
2410932742,2026-09-23 00:00:00,240,19987.561,11632.910,3712.060,4642.580,5072.390
2411087432,2026-09-23 00:00:00,40,3695.750,2294.160,1059.500,342.080,744.730
2411087433,2026-09-23 00:00:00,500,849.050,502.160,184.710,162.160,22.170
2510014481,2026-09-23 00:00:00,80,15437.260,8997.930,2974.350,3464.960,5800.990
2510014482,2026-09-23 00:00:00,40,1298.780,905.100,356.840,36.830,85.170
2510014483,2026-09-23 00:00:00,300,231.150,133.230,51.500,46.410,0.000
2510014484,2026-09-23 00:00:00,160,9465.880,5367.370,2095.330,2003.170,1535.590
2510178139,2026-09-23 00:00:00,300,835.960,485.870,177.400,172.680,183.020
2510178141,2026-09-23 00:00:00,40,667.150,499.680,156.390,11.070,186.670
2510203103,2026-09-23 00:00:00,400,1863.150,1109.040,419.120,334.980,64.160
