METER_NO,DATE_TIME,HSN,PG,BT,CD,TD,VC
2410121326,2026-09-13 00:00:00,200,1532.890,989.880,430.030,112.970,359.700
2410121353,2026-09-13 00:00:00,120,680.000,473.250,184.670,22.070,147.160
2410121371,2026-09-13 00:00:00,120,584.680,363.530,129.100,92.040,70.990
2410121424,2026-09-13 00:00:00,120,47.240,29.100,11.040,7.090,1.600
2410121440,2026-09-13 00:00:00,120,18.880,12.350,3.780,2.740,2.350
2410121454,2026-09-13 00:00:00,160,2010.100,1267.320,433.850,308.920,325.750
2410121457,2026-09-13 00:00:00,120,1578.140,1027.240,455.470,95.420,284.100
2410121574,2026-09-13 00:00:00,120,4808.000,3469.910,1117.930,220.150,414.790
2410131378,2026-09-13 00:00:00,200,1806.790,1161.540,500.520,144.720,397.500
2410131383,2026-09-13 00:00:00,400,1046.850,693.260,223.720,129.850,47.220
2410131384,2026-09-13 00:00:00,200,9713.650,5511.790,1953.450,2248.400,2027.850
2410131387,2026-09-13 00:00:00,600,531.690,332.540,126.590,72.550,54.480
2410320615,2026-09-13 00:00:00,700,15198.940,9314.850,3710.030,2174.050,3757.150
2410883988,2026-09-13 00:00:00,100,33.870,17.160,5.060,11.640,3.340
2410883990,2026-09-13 00:00:00,60,2991.500,1715.560,638.580,637.350,888.090
2410883991,2026-09-13 00:00:00,100,2709.430,1630.750,609.140,469.530,254.580
2410883993,2026-09-13 00:00:00,60,3012.380,1448.830,572.260,991.280,104.810
2410883994,2026-09-13 00:00:00,320,104.090,46.390,20.770,36.930,3.450
2410932742,2026-09-13 00:00:00,240,19559.811,11380.890,3637.850,4541.060,4951.780
2411087432,2026-09-13 00:00:00,40,3585.150,2229.360,1025.760,330.030,724.990
2411087433,2026-09-13 00:00:00,500,768.310,454.980,168.780,144.540,20.420
2411290205,2026-09-13 00:00:00,240,9430.230,6345.990,2757.160,327.060,3340.580
2510014481,2026-09-13 00:00:00,80,15128.200,8818.290,2917.720,3392.190,5680.890
2510014483,2026-09-13 00:00:00,300,223.200,128.460,49.840,44.900,0.000
2510014484,2026-09-13 00:00:00,160,9263.270,5252.310,2050.720,1960.240,1465.790
2510178139,2026-09-13 00:00:00,300,780.270,454.860,167.320,158.080,163.990
2510178141,2026-09-13 00:00:00,40,633.990,474.490,148.790,10.700,175.990
2510203103,2026-09-13 00:00:00,400,1834.030,1089.660,413.330,331.030,58.240
2510203104,2026-09-13 00:00:00,120,2955.430,1775.800,693.270,486.350,438.710
2510203105,2026-09-13 00:00:00,100,2346.770,1632.100,662.450,52.210,553.390
2510203106,2026-09-13 00:00:00,100,97.300,44.970,16.400,35.920,0.410
2510203107,2026-09-13 00:00:00,600,575.340,365.900,155.650,53.790,165.840
2510203108,2026-09-13 00:00:00,80,3859.220,2173.190,855.850,830.170,610.590
2510203109,2026-09-13 00:00:00,160,1476.300,927.310,451.650,97.320,449.150
2510203111,2026-09-13 00:00:00,40,3857.720,2429.860,946.840,481.000,1055.010
2510203114,2026-09-13 00:00:00,120,1848.140,1162.020,456.630,229.470,370.080
2510203117,2026-09-13 00:00:00,80,1629.950,867.960,354.820,407.160,276.840
2510203118,2026-09-13 00:00:00,640,185.680,107.580,41.940,36.150,26.990
2510203119,2026-09-13 00:00:00,40,480.820,323.290,123.490,34.020,180.180
2510203120,2026-09-13 00:00:00,160,4187.670,2571.360,925.950,690.360,962.450
2510203121,2026-09-13 00:00:00,100,1270.990,744.590,298.410,227.970,70.340
2510203122,2026-09-13 00:00:00,40,915.050,580.390,286.720,47.920,669.810
2510203123,2026-09-13 00:00:00,40,2600.530,1712.070,707.330,181.120,825.080
2510203126,2026-09-13 00:00:00,100,13.860,6.020,1.970,5.860,0.270
2510203127,2026-09-13 00:00:00,40,1188.800,777.860,319.390,91.540,334.950
2510203128,2026-09-13 00:00:00,500,7727.310,4054.120,1363.710,2309.470,350.410
2510203129,2026-09-13 00:00:00,80,4.960,2.600,0.960,1.390,0.000
2510203133,2026-09-13 00:00:00,40,655.600,446.510,165.090,43.990,111.660
2510203134,2026-09-13 00:00:00,200,139.870,81.860,32.390,25.610,6.060
2510224049,2026-09-13 00:00:00,1,52626.770,20493.061,10792.070,21341.641,118.580
2510224167,2026-09-13 00:00:00,1,19926.760,8669.100,3851.220,7406.420,665.300
2510317505,2026-09-13 00:00:00,1,14585.010,6385.950,3087.180,5111.880,0.740
2510317537,2026-09-13 00:00:00,1,11399.720,6545.330,2157.930,2696.460,218.560
2510389559,2026-09-13 00:00:00,1,36.870,20.630,14.320,1.910,30.680
2510389643,2026-09-13 00:00:00,1,42175.660,15087.860,7543.460,19544.330,22.520
2510633383,2026-09-13 00:00:00,40,1651.610,1238.640,380.960,31.990,51.290
2510633385,2026-09-13 00:00:00,60,1181.660,555.730,235.310,390.610,46.790
2510633386,2026-09-13 00:00:00,500,461.530,263.210,99.710,98.590,30.900
2510633387,2026-09-13 00:00:00,40,22.380,14.990,5.430,1.960,0.710
2510633389,2026-09-13 00:00:00,500,378.250,257.120,92.500,28.620,63.210
2510633390,2026-09-13 00:00:00,80,1916.520,1152.960,433.900,329.640,496.990
2510633391,2026-09-13 00:00:00,100,235.880,182.030,53.740,0.100,3.270
2510633393,2026-09-13 00:00:00,600,5761.840,3353.500,1148.020,1260.320,1225.830
2510633395,2026-09-13 00:00:00,40,1300.980,732.580,283.550,284.840,61.340
2510633396,2026-09-13 00:00:00,400,859.680,583.660,203.630,72.390,189.910
2510633397,2026-09-13 00:00:00,240,530.780,341.240,159.130,30.400,198.610
2510633399,2026-09-13 00:00:00,600,1095.480,628.540,235.970,230.960,56.500
2510633400,2026-09-13 00:00:00,800,677.100,412.660,154.360,110.070,130.240
2510633402,2026-09-13 00:00:00,300,476.170,287.540,102.360,86.270,114.930
2510633406,2026-09-13 00:00:00,60,343.360,152.900,65.890,124.560,14.540
2510633411,2026-09-13 00:00:00,800,4475.540,2551.100,940.380,984.050,1582.500
2510814977,2026-09-13 00:00:00,400,50.570,31.280,11.940,7.330,1.650
2610026950,2026-09-13 00:00:00,600,12.430,7.900,2.900,1.610,1.180
2610026952,2026-09-13 00:00:00,200,3378.240,2211.240,987.460,179.530,1688.420
2610026953,2026-09-13 00:00:00,700,590.320,349.320,134.610,106.380,163.610
2610026963,2026-09-13 00:00:00,200,355.280,183.430,86.750,85.090,23.610
2610026966,2026-09-13 00:00:00,240,912.480,654.250,226.900,31.320,191.240
2610026976,2026-09-13 00:00:00,60,1389.970,906.200,310.960,172.790,138.180
2610026977,2026-09-13 00:00:00,30,596.260,248.700,93.330,254.220,101.560
2610126270,2026-09-13 00:00:00,400,23.540,14.980,5.650,2.900,0.790
2610126451,2026-09-13 00:00:00,300,108.010,70.350,26.360,11.280,55.200
2610159557,2026-09-13 00:00:00,600,14.850,8.350,3.190,3.300,0.230
2610170786,2026-09-13 00:00:00,500,531.160,302.860,104.860,123.430,102.680
2610170836,2026-09-13 00:00:00,100,122.090,76.090,27.490,18.510,69.670
2610170837,2026-09-13 00:00:00,240,11.100,7.230,2.460,1.400,1.340
2610170838,2026-09-13 00:00:00,240,29.590,18.840,6.600,4.130,3.230
2610170840,2026-09-13 00:00:00,40,272.380,152.250,55.000,65.130,57.210
2610322967,2026-09-13 00:00:00,500,3.260,1.960,0.810,0.480,0.420
2610322969,2026-09-13 00:00:00,100,86.060,59.690,21.370,4.980,9.880
2610322982,2026-09-13 00:00:00,160,1.410,0.810,0.360,0.240,0.000
