METER_NO,DATE_TIME,HSN,PG,BT,CD,TD,VC,NG,NVC
2246006313,2026-09-04 00:00:00,8800,868.765,488.376,179.320,201.068,113.314,8.999,180.281
2410121424,2026-09-04 00:00:00,120,46.120,28.450,10.820,6.840,1.600,0.000,16.550
2410121440,2026-09-04 00:00:00,120,15.220,9.750,2.990,2.480,1.740,0.000,4.890
2410121454,2026-09-04 00:00:00,160,1962.400,1234.540,423.880,303.960,316.510,0.000,76.290
2410121457,2026-09-04 00:00:00,120,1373.030,891.930,393.530,87.560,236.830,0.000,42.300
2410121574,2026-09-04 00:00:00,120,4687.360,3383.570,1089.350,214.440,403.380,0.000,370.420
2410131378,2026-09-04 00:00:00,200,1737.630,1115.030,481.330,141.250,382.830,0.000,8.650
2410131383,2026-09-04 00:00:00,400,1023.190,677.500,218.680,127.000,45.740,0.000,64.760
2410131384,2026-09-04 00:00:00,200,9583.160,5437.300,1926.660,2219.190,1999.140,0.000,4.670
2410131387,2026-09-04 00:00:00,600,516.890,323.130,122.930,70.830,53.020,0.000,57.160
2410320615,2026-09-04 00:00:00,700,14828.430,9080.790,3622.410,2125.220,3659.980,0.000,51.450
2410883988,2026-09-04 00:00:00,100,31.950,16.320,4.750,10.870,3.300,0.000,1.880
2410883990,2026-09-04 00:00:00,60,2983.370,1710.590,636.820,635.950,886.800,0.000,38.500
2410883991,2026-09-04 00:00:00,100,2683.800,1615.330,603.130,465.340,251.250,0.260,73.300
2410883993,2026-09-04 00:00:00,60,2890.590,1383.260,548.870,958.450,96.350,0.000,328.720
2410883994,2026-09-04 00:00:00,320,101.210,44.990,20.180,36.030,3.430,0.000,5.380
2410932742,2026-09-04 00:00:00,240,19120.109,11130.730,3554.360,4435.010,4828.090,0.000,5.960
2411087432,2026-09-04 00:00:00,40,3476.190,2164.730,992.410,319.040,708.310,0.000,30.150
2411087433,2026-09-04 00:00:00,500,705.000,418.760,154.750,131.480,16.630,0.000,772.530
2411290205,2026-09-04 00:00:00,240,9212.800,6207.750,2683.600,321.430,3258.640,0.000,59.230
2510014481,2026-09-04 00:00:00,80,14824.720,8641.230,2859.230,3324.250,5563.270,0.000,5.520
2510014482,2026-09-04 00:00:00,40,1231.450,856.400,339.700,35.330,80.980,0.000,60.470
2510014483,2026-09-04 00:00:00,300,215.020,123.620,48.080,43.310,0.000,0.000,177.030
2510014484,2026-09-04 00:00:00,160,9064.030,5141.260,2007.910,1914.840,1394.220,0.000,21.060
2510178141,2026-09-04 00:00:00,40,600.100,448.520,141.240,10.320,165.050,0.000,45.050
2510203103,2026-09-04 00:00:00,400,1803.920,1070.730,406.480,326.700,48.160,0.030,324.100
2510203104,2026-09-04 00:00:00,120,2856.920,1715.800,669.360,471.760,415.960,0.000,69.180
2510203105,2026-09-04 00:00:00,100,2278.590,1585.100,643.050,50.430,536.280,0.000,68.460
2510203106,2026-09-04 00:00:00,100,94.780,43.840,15.980,34.950,0.400,0.000,35.570
2510203107,2026-09-04 00:00:00,600,438.790,276.440,120.020,42.320,124.190,0.000,11.390
